bubble,10,1.921e-06
insertion,10,1.747e-06
selection,10,1.4e-06
quick,10,1.7697e-05
bubble,10,1.787e-06
insertion,10,1.386e-06
selection,10,1.208e-06
quick,10,1.7231e-05
bubble,10,1.781e-06
insertion,10,1.391e-06
selection,10,1.109e-06
quick,10,1.7191e-05
bubble,10,1.634e-06
insertion,10,1.304e-06
selection,10,1.086e-06
quick,10,1.6934e-05
bubble,10,1.696e-06
insertion,10,1.317e-06
selection,10,1.174e-06
quick,10,1.7043e-05
bubble,10,1.662e-06
insertion,10,1.381e-06
selection,10,1.137e-06
quick,10,1.7304e-05
bubble,10,1.696e-06
insertion,10,1.355e-06
selection,10,1.068e-06
quick,10,1.722e-05
bubble,10,1.687e-06
insertion,10,1.272e-06
selection,10,1.021e-06
quick,10,1.7008e-05
bubble,10,1.709e-06
insertion,10,1.295e-06
selection,10,1.051e-06
quick,10,1.7103e-05
bubble,10,1.697e-06
insertion,10,1.283e-06
selection,10,1.086e-06
quick,10,1.7155e-05
bubble,10,1.699e-06
insertion,10,1.336e-06
selection,10,1.094e-06
quick,10,1.7237e-05
bubble,10,1.704e-06
insertion,10,1.319e-06
selection,10,1.087e-06
quick,10,1.7269e-05
bubble,10,1.698e-06
insertion,10,1.308e-06
selection,10,1.054e-06
quick,10,1.7131e-05
bubble,10,1.72e-06
insertion,10,1.322e-06
selection,10,1.039e-06
quick,10,1.7148e-05
bubble,10,1.677e-06
insertion,10,1.329e-06
selection,10,1.043e-06
quick,10,1.7216e-05
bubble,10,1.694e-06
insertion,10,1.283e-06
selection,10,1.058e-06
quick,10,1.7047e-05
bubble,10,1.654e-06
insertion,10,1.33e-06
selection,10,1.053e-06
quick,10,1.7156e-05
bubble,10,1.726e-06
insertion,10,1.356e-06
selection,10,2.554e-06
quick,10,1.7737e-05
bubble,10,8.685e-06
insertion,10,2.403e-06
selection,10,1.917e-06
quick,10,2.7032e-05
bubble,10,2.518e-06
insertion,10,2.116e-06
selection,10,1.841e-06
quick,10,2.326e-05
bubble,10,2.515e-06
insertion,10,2.036e-06
selection,10,1.911e-06
quick,10,2.3303e-05
bubble,10,2.433e-06
insertion,10,2.067e-06
selection,10,1.849e-06
quick,10,2.3368e-05
bubble,10,2.107e-06
insertion,10,1.776e-06
selection,10,1.476e-06
quick,10,1.8782e-05
bubble,10,2.013e-06
insertion,10,1.472e-06
selection,10,1.384e-06
quick,10,1.8135e-05
bubble,10,1.878e-06
insertion,10,1.503e-06
selection,10,1.367e-06
quick,10,1.825e-05
bubble,10,1.791e-06
insertion,10,1.474e-06
selection,10,1.362e-06
quick,10,1.8148e-05
bubble,10,1.835e-06
insertion,10,1.461e-06
selection,10,1.169e-06
quick,10,1.8186e-05
bubble,10,1.792e-06
insertion,10,1.507e-06
selection,10,1.165e-06
quick,10,1.8157e-05
bubble,10,1.758e-06
insertion,10,1.491e-06
selection,10,1.18e-06
quick,10,1.8261e-05
bubble,10,1.74e-06
insertion,10,1.477e-06
selection,10,1.201e-06
quick,10,1.8371e-05
bubble,10,1.773e-06
insertion,10,1.43e-06
selection,10,1.18e-06
quick,10,1.8283e-05
bubble,10,1.816e-06
insertion,10,1.468e-06
selection,10,1.22e-06
quick,10,1.8187e-05
bubble,10,1.704e-06
insertion,10,1.431e-06
selection,10,1.195e-06
quick,10,1.8276e-05
bubble,10,1.806e-06
insertion,10,1.465e-06
selection,10,1.164e-06
quick,10,1.8186e-05
bubble,10,1.795e-06
insertion,10,1.467e-06
selection,10,1.214e-06
quick,10,1.827e-05
bubble,10,1.787e-06
insertion,10,1.44e-06
selection,10,1.158e-06
quick,10,1.8146e-05
bubble,10,1.767e-06
insertion,10,1.45e-06
selection,10,1.165e-06
quick,10,1.8241e-05
bubble,10,1.786e-06
insertion,10,1.442e-06
selection,10,1.162e-06
quick,10,1.8214e-05
bubble,10,1.812e-06
insertion,10,1.401e-06
selection,10,1.132e-06
quick,10,1.8138e-05
bubble,10,1.751e-06
insertion,10,1.463e-06
selection,10,1.152e-06
quick,10,1.8287e-05
bubble,10,1.695e-06
insertion,10,2.0281e-05
selection,10,1.878e-06
quick,10,1.8743e-05
bubble,10,1.762e-06
insertion,10,1.483e-06
selection,10,1.176e-06
quick,10,1.7991e-05
bubble,10,1.747e-06
insertion,10,1.496e-06
selection,10,1.161e-06
quick,10,1.816e-05
bubble,10,1.74e-06
insertion,10,1.46e-06
selection,10,1.129e-06
quick,10,1.8257e-05
bubble,10,1.743e-06
insertion,10,1.483e-06
selection,10,1.165e-06
quick,10,1.811e-05
bubble,10,1.813e-06
insertion,10,1.473e-06
selection,10,1.198e-06
quick,10,1.7965e-05
bubble,10,1.796e-06
insertion,10,1.435e-06
selection,10,1.145e-06
quick,10,1.8319e-05
bubble,10,1.795e-06
insertion,10,1.483e-06
selection,10,1.133e-06
quick,10,1.8226e-05
bubble,10,1.744e-06
insertion,10,1.437e-06
selection,10,1.119e-06
quick,10,1.7996e-05
bubble,10,1.806e-06
insertion,10,1.423e-06
selection,10,1.142e-06
quick,10,1.8036e-05
bubble,100,0.000106468
insertion,100,6.877e-05
selection,100,3.6835e-05
quick,100,0.000496555
bubble,100,0.000106234
insertion,100,6.8768e-05
selection,100,4.4595e-05
quick,100,0.000457228
bubble,100,0.000124667
insertion,100,6.5157e-05
selection,100,5.1142e-05
quick,100,0.000555428
bubble,100,0.000100485
insertion,100,6.5159e-05
selection,100,3.5237e-05
quick,100,0.000435977
bubble,100,0.000122625
insertion,100,7.6591e-05
selection,100,3.6454e-05
quick,100,0.000618419
bubble,100,0.000120723
insertion,100,7.0803e-05
selection,100,3.4828e-05
quick,100,0.000512859
bubble,100,0.000101169
insertion,100,6.5128e-05
selection,100,3.4905e-05
quick,100,0.000444528
bubble,100,0.000100782
insertion,100,6.5175e-05
selection,100,3.521e-05
quick,100,0.000433698
bubble,100,0.000181463
insertion,100,7.5483e-05
selection,100,3.5005e-05
quick,100,0.000549671
bubble,100,0.000100986
insertion,100,6.5767e-05
selection,100,3.4956e-05
quick,100,0.000446347
bubble,100,0.000100531
insertion,100,6.5338e-05
selection,100,3.4852e-05
quick,100,0.000610299
bubble,100,0.000100405
insertion,100,0.000115892
selection,100,5.4398e-05
quick,100,0.000629336
bubble,100,0.000146212
insertion,100,6.8149e-05
selection,100,3.4906e-05
quick,100,0.000525888
bubble,100,0.000146741
insertion,100,0.000100155
selection,100,5.2648e-05
quick,100,0.000664883
bubble,100,0.000153901
insertion,100,0.000106836
selection,100,5.116e-05
quick,100,0.000674961
bubble,100,0.000186924
insertion,100,0.000115661
selection,100,5.2158e-05
quick,100,0.000783164
bubble,100,0.000157354
insertion,100,0.000109047
selection,100,5.5007e-05
quick,100,0.000601971
bubble,100,0.000157005
insertion,100,0.000106979
selection,100,5.551e-05
quick,100,0.000486832
bubble,100,0.000117321
insertion,100,6.6641e-05
selection,100,3.4726e-05
quick,100,0.000616087
bubble,100,0.00014404
insertion,100,8.3651e-05
selection,100,3.4982e-05
quick,100,0.000493488
bubble,100,0.000149607
insertion,100,0.000100228
selection,100,5.0005e-05
quick,100,0.000667696
bubble,100,0.000158079
insertion,100,0.000106375
selection,100,0.000148338
quick,100,0.000647488
bubble,100,0.00019575
insertion,100,0.000107898
selection,100,5.7376e-05
quick,100,0.000653047
bubble,100,0.000136128
insertion,100,6.8354e-05
selection,100,3.5129e-05
quick,100,0.000615682
bubble,100,0.000167823
insertion,100,0.000114244
selection,100,5.3989e-05
quick,100,0.000634881
bubble,100,0.000175508
insertion,100,0.000118138
selection,100,5.9615e-05
quick,100,0.00060131
bubble,100,0.000160143
insertion,100,0.000108233
selection,100,5.5592e-05
quick,100,0.000632677
bubble,100,0.000152349
insertion,100,0.000105066
selection,100,5.3556e-05
quick,100,0.000627502
bubble,100,0.000157826
insertion,100,0.000108308
selection,100,5.6205e-05
quick,100,0.000637829
bubble,100,0.000157296
insertion,100,0.000108687
selection,100,5.5512e-05
quick,100,0.000635823
bubble,100,0.000161019
insertion,100,0.000106141
selection,100,4.7611e-05
quick,100,0.000617355
bubble,100,0.000103257
insertion,100,6.8901e-05
selection,100,3.5064e-05
quick,100,0.000568755
bubble,100,0.000154985
insertion,100,0.000106741
selection,100,5.078e-05
quick,100,0.00150694
bubble,100,0.000158579
insertion,100,0.000109181
selection,100,5.4005e-05
quick,100,0.000605596
bubble,100,0.000160799
insertion,100,9.6986e-05
selection,100,4.8355e-05
quick,100,0.000589635
bubble,100,0.000161852
insertion,100,0.000104623
selection,100,5.3829e-05
quick,100,0.000619352
bubble,100,0.000158356
insertion,100,0.000109772
selection,100,5.7073e-05
quick,100,0.000728793
bubble,100,0.000161723
insertion,100,0.000110358
selection,100,5.5949e-05
quick,100,0.000749117
bubble,100,0.000157521
insertion,100,0.000111824
selection,100,5.2981e-05
quick,100,0.000684101
bubble,100,0.000143921
insertion,100,0.000394352
selection,100,3.5137e-05
quick,100,0.0006862
bubble,100,0.000158013
insertion,100,0.000107597
selection,100,5.4102e-05
quick,100,0.000696459
bubble,100,0.000157316
insertion,100,0.000112099
selection,100,5.8662e-05
quick,100,0.000671157
bubble,100,0.00017436
insertion,100,0.000116489
selection,100,5.9127e-05
quick,100,0.000674582
bubble,100,0.000175632
insertion,100,0.000115866
selection,100,5.8981e-05
quick,100,0.000673166
bubble,100,0.000157172
insertion,100,0.000107852
selection,100,5.5477e-05
quick,100,0.00059218
bubble,100,0.000154628
insertion,100,0.000107779
selection,100,5.5273e-05
quick,100,0.000744474
bubble,100,0.000175586
insertion,100,0.00011741
selection,100,5.9246e-05
quick,100,0.000679089
bubble,100,0.000161052
insertion,100,0.000107821
selection,100,5.4865e-05
quick,100,0.000640102
bubble,100,0.000158416
insertion,100,0.000108874
selection,100,5.5974e-05
quick,100,0.000638124
bubble,100,0.000138864
insertion,100,0.000110413
selection,100,5.5029e-05
quick,100,0.000636544
bubble,1000,0.0111945
insertion,1000,0.00647688
selection,1000,0.00300855
quick,1000,0.0228886
bubble,1000,0.0120228
insertion,1000,0.00723513
selection,1000,0.00317803
quick,1000,0.0220616
bubble,1000,0.0101277
insertion,1000,0.00684013
selection,1000,0.00405707
quick,1000,0.0236577
bubble,1000,0.0100734
insertion,1000,0.00642403
selection,1000,0.00305955
quick,1000,0.0220253
bubble,1000,0.011885
insertion,1000,0.00694184
selection,1000,0.00460774
quick,1000,0.0254225
bubble,1000,0.010449
insertion,1000,0.00649696
selection,1000,0.00306838
quick,1000,0.0226226
bubble,1000,0.00997714
insertion,1000,0.00654265
selection,1000,0.00301857
quick,1000,0.0220929
bubble,1000,0.0149816
insertion,1000,0.00690269
selection,1000,0.00307661
quick,1000,0.0262921
bubble,1000,0.00991939
insertion,1000,0.00630041
selection,1000,0.00323065
quick,1000,0.0240991
bubble,1000,0.0113678
insertion,1000,0.00634424
selection,1000,0.00303871
quick,1000,0.0225925
bubble,1000,0.0100566
insertion,1000,0.00628335
selection,1000,0.00317202
quick,1000,0.0217579
bubble,1000,0.00988425
insertion,1000,0.00627561
selection,1000,0.00304409
quick,1000,0.021862
bubble,1000,0.00974016
insertion,1000,0.00659471
selection,1000,0.00301316
quick,1000,0.0216907
bubble,1000,0.00999801
insertion,1000,0.00678129
selection,1000,0.00301264
quick,1000,0.021711
bubble,1000,0.00975929
insertion,1000,0.00641739
selection,1000,0.00303915
quick,1000,0.0217253
bubble,1000,0.00983302
insertion,1000,0.00682781
selection,1000,0.00300839
quick,1000,0.0236619
bubble,1000,0.00978206
insertion,1000,0.0066451
selection,1000,0.00304192
quick,1000,0.0215052
bubble,1000,0.0098889
insertion,1000,0.00638885
selection,1000,0.00300874
quick,1000,0.0214809
bubble,1000,0.00982877
insertion,1000,0.00627511
selection,1000,0.00304859
quick,1000,0.0215734
bubble,1000,0.0100846
insertion,1000,0.00628418
selection,1000,0.00301412
quick,1000,0.0215656
bubble,1000,0.00976367
insertion,1000,0.00630147
selection,1000,0.0030137
quick,1000,0.0214261
bubble,1000,0.00974677
insertion,1000,0.00632186
selection,1000,0.00300801
quick,1000,0.0225529
bubble,1000,0.0100464
insertion,1000,0.00632604
selection,1000,0.00336401
quick,1000,0.0215117
bubble,1000,0.00986306
insertion,1000,0.00632347
selection,1000,0.00306882
quick,1000,0.0217232
bubble,1000,0.00979717
insertion,1000,0.00628542
selection,1000,0.00356437
quick,1000,0.021483
bubble,1000,0.0124756
insertion,1000,0.00642155
selection,1000,0.0030926
quick,1000,0.0216126
bubble,1000,0.00985738
insertion,1000,0.00643187
selection,1000,0.00301211
quick,1000,0.0233172
bubble,1000,0.0101545
insertion,1000,0.00628678
selection,1000,0.00375071
quick,1000,0.0242524
bubble,1000,0.0104477
insertion,1000,0.00798937
selection,1000,0.00314689
quick,1000,0.0219752
bubble,1000,0.00977603
insertion,1000,0.00638831
selection,1000,0.00302411
quick,1000,0.0221162
bubble,1000,0.00985427
insertion,1000,0.00629475
selection,1000,0.00305411
quick,1000,0.0217177
bubble,1000,0.00974627
insertion,1000,0.00644901
selection,1000,0.00304849
quick,1000,0.021754
bubble,1000,0.00995154
insertion,1000,0.00781241
selection,1000,0.003061
quick,1000,0.0223971
bubble,1000,0.00995769
insertion,1000,0.00665929
selection,1000,0.00302298
quick,1000,0.023268
bubble,1000,0.0103927
insertion,1000,0.00633404
selection,1000,0.00311095
quick,1000,0.0238919
bubble,1000,0.00979307
insertion,1000,0.00627514
selection,1000,0.00304604
quick,1000,0.0214256
bubble,1000,0.00973805
insertion,1000,0.00632386
selection,1000,0.00304471
quick,1000,0.0215637
bubble,1000,0.00984833
insertion,1000,0.00631936
selection,1000,0.00306547
quick,1000,0.0217005
bubble,1000,0.00977001
insertion,1000,0.0063209
selection,1000,0.00301189
quick,1000,0.0213771
bubble,1000,0.00976897
insertion,1000,0.00634678
selection,1000,0.00300649
quick,1000,0.0214374
bubble,1000,0.0098194
insertion,1000,0.00628834
selection,1000,0.00300771
quick,1000,0.0217239
bubble,1000,0.00973408
insertion,1000,0.00630569
selection,1000,0.00301178
quick,1000,0.0216499
bubble,1000,0.0103545
insertion,1000,0.00649764
selection,1000,0.00300882
quick,1000,0.0228071
bubble,1000,0.0102299
insertion,1000,0.00653334
selection,1000,0.00310239
quick,1000,0.0231151
bubble,1000,0.0102296
insertion,1000,0.00692267
selection,1000,0.00311925
quick,1000,0.022643
bubble,1000,0.0106254
insertion,1000,0.00626309
selection,1000,0.00341655
quick,1000,0.0231871
bubble,1000,0.0103221
insertion,1000,0.00668311
selection,1000,0.00302257
quick,1000,0.0232612
bubble,1000,0.0109573
insertion,1000,0.00758706
selection,1000,0.00339639
quick,1000,0.0268865
bubble,1000,0.0101424
insertion,1000,0.00663614
selection,1000,0.00301226
quick,1000,0.0224979
bubble,1000,0.0100852
