bubble,10,8.7e-07
insertion,10,1.12e-06
selection,10,1.342e-06
quick,10,1.9464e-05
bubble,10,6.52e-07
insertion,10,8.38e-07
selection,10,1.171e-06
quick,10,1.8377e-05
bubble,10,6.25e-07
insertion,10,7.37e-07
selection,10,1.16e-06
quick,10,1.8421e-05
bubble,10,6.11e-07
insertion,10,7.35e-07
selection,10,1.179e-06
quick,10,1.8238e-05
bubble,10,5.92e-07
insertion,10,6.48e-07
selection,10,1.08e-06
quick,10,1.8392e-05
bubble,10,6.06e-07
insertion,10,6.94e-07
selection,10,1.112e-06
quick,10,1.8416e-05
bubble,10,5.97e-07
insertion,10,7.18e-07
selection,10,1.132e-06
quick,10,1.8151e-05
bubble,10,5.89e-07
insertion,10,6.97e-07
selection,10,1.146e-06
quick,10,1.8128e-05
bubble,10,6.03e-07
insertion,10,7.05e-07
selection,10,1.099e-06
quick,10,1.8048e-05
bubble,10,5.65e-07
insertion,10,6.39e-07
selection,10,1.092e-06
quick,10,1.8188e-05
bubble,10,5.6e-07
insertion,10,6.93e-07
selection,10,1.092e-06
quick,10,1.8102e-05
bubble,10,5.94e-07
insertion,10,6.8e-07
selection,10,1.136e-06
quick,10,1.8253e-05
bubble,10,5.97e-07
insertion,10,6.7e-07
selection,10,1.107e-06
quick,10,1.816e-05
bubble,10,6.07e-07
insertion,10,6.75e-07
selection,10,1.088e-06
quick,10,1.822e-05
bubble,10,5.73e-07
insertion,10,6.8e-07
selection,10,1.123e-06
quick,10,1.8158e-05
bubble,10,5.79e-07
insertion,10,6.74e-07
selection,10,1.17e-06
quick,10,1.8257e-05
bubble,10,5.63e-07
insertion,10,6.8e-07
selection,10,1.118e-06
quick,10,2.1946e-05
bubble,10,6.12e-07
insertion,10,7.15e-07
selection,10,1.092e-06
quick,10,1.8198e-05
bubble,10,6.54e-07
insertion,10,7.12e-07
selection,10,1.073e-06
quick,10,1.8356e-05
bubble,10,1.016e-06
insertion,10,1.201e-06
selection,10,1.868e-06
quick,10,2.4575e-05
bubble,10,9.34e-07
insertion,10,1.167e-06
selection,10,1.801e-06
quick,10,2.4424e-05
bubble,10,9.21e-07
insertion,10,1.168e-06
selection,10,1.53e-06
quick,10,2.4186e-05
bubble,10,9.24e-07
insertion,10,1.182e-06
selection,10,1.762e-06
quick,10,2.4377e-05
bubble,10,7.01e-07
insertion,10,8.55e-07
selection,10,1.279e-06
quick,10,1.9737e-05
bubble,10,6.35e-07
insertion,10,7.88e-07
selection,10,1.243e-06
quick,10,1.947e-05
bubble,10,6.42e-07
insertion,10,7.85e-07
selection,10,1.234e-06
quick,10,1.9305e-05
bubble,10,6.22e-07
insertion,10,8.3e-07
selection,10,1.172e-06
quick,10,1.9518e-05
bubble,10,6.59e-07
insertion,10,8.15e-07
selection,10,1.176e-06
quick,10,1.9333e-05
bubble,10,6.39e-07
insertion,10,7.61e-07
selection,10,1.202e-06
quick,10,1.922e-05
bubble,10,6.41e-07
insertion,10,7.55e-07
selection,10,1.173e-06
quick,10,1.9438e-05
bubble,10,6.26e-07
insertion,10,7.9e-07
selection,10,1.168e-06
quick,10,1.9346e-05
bubble,10,6.35e-07
insertion,10,8.04e-07
selection,10,1.21e-06
quick,10,1.9194e-05
bubble,10,6.15e-07
insertion,10,7.92e-07
selection,10,1.194e-06
quick,10,1.9408e-05
bubble,10,6.23e-07
insertion,10,7.62e-07
selection,10,1.174e-06
quick,10,1.9259e-05
bubble,10,6.61e-07
insertion,10,7.39e-07
selection,10,1.205e-06
quick,10,1.9291e-05
bubble,10,6.35e-07
insertion,10,7.4e-07
selection,10,1.166e-06
quick,10,1.924e-05
bubble,10,6.39e-07
insertion,10,7.51e-07
selection,10,1.229e-06
quick,10,1.9454e-05
bubble,10,6.34e-07
insertion,10,7.7e-07
selection,10,1.178e-06
quick,10,1.9143e-05
bubble,10,6.39e-07
insertion,10,7.6e-07
selection,10,1.185e-06
quick,10,1.9443e-05
bubble,10,6.29e-07
insertion,10,7.7e-07
selection,10,1.187e-06
quick,10,1.928e-05
bubble,10,6.37e-07
insertion,10,7.98e-07
selection,10,1.187e-06
quick,10,1.9431e-05
bubble,10,6.69e-07
insertion,10,8.23e-07
selection,10,1.199e-06
quick,10,1.9398e-05
bubble,10,6.17e-07
insertion,10,7.77e-07
selection,10,1.198e-06
quick,10,1.9183e-05
bubble,10,6.28e-07
insertion,10,8e-07
selection,10,1.174e-06
quick,10,1.9268e-05
bubble,10,6.19e-07
insertion,10,8.07e-07
selection,10,1.175e-06
quick,10,1.9332e-05
bubble,10,6.34e-07
insertion,10,7.69e-07
selection,10,1.175e-06
quick,10,1.9007e-05
bubble,10,6.48e-07
insertion,10,7.92e-07
selection,10,1.169e-06
quick,10,1.905e-05
bubble,10,6.31e-07
insertion,10,7.76e-07
selection,10,1.184e-06
quick,10,1.9151e-05
bubble,10,6.49e-07
insertion,10,7.73e-07
selection,10,1.207e-06
